date,deaths_new
1/3/2022,1
2/3/2022,6
3/3/2022,6
4/3/2022,2
5/3/2022,0
6/3/2022,0
7/3/2022,2
8/3/2022,2
9/3/2022,2
10/3/2022,0
11/3/2022,4
12/3/2022,3
13/3/2022,6
14/3/2022,0
15/3/2022,0
16/3/2022,7
17/3/2022,1
18/3/2022,0
19/3/2022,3
20/3/2022,2
