date,deaths_new
1/3/2022,0
2/3/2022,1
3/3/2022,1
4/3/2022,2
5/3/2022,0
6/3/2022,1
7/3/2022,0
8/3/2022,2
9/3/2022,2
10/3/2022,0
11/3/2022,2
12/3/2022,1
13/3/2022,2
14/3/2022,3
15/3/2022,3
16/3/2022,3
17/3/2022,0
18/3/2022,2
19/3/2022,2
20/3/2022,5
