date,deaths_new
1/3/2022,1
2/3/2022,6
3/3/2022,6
4/3/2022,4
5/3/2022,3
6/3/2022,1
7/3/2022,3
8/3/2022,5
9/3/2022,9
10/3/2022,3
11/3/2022,2
12/3/2022,1
13/3/2022,5
14/3/2022,5
15/3/2022,4
16/3/2022,7
17/3/2022,2
18/3/2022,3
19/3/2022,4
20/3/2022,1
