date,deaths_new
1/3/2022,13
2/3/2022,18
3/3/2022,4
4/3/2022,10
5/3/2022,14
6/3/2022,4
7/3/2022,12
8/3/2022,11
9/3/2022,22
10/3/2022,11
11/3/2022,14
12/3/2022,11
13/3/2022,18
14/3/2022,14
15/3/2022,21
16/3/2022,12
17/3/2022,14
18/3/2022,12
19/3/2022,15
20/3/2022,7
