date,deaths_new
1/3/2022,2
2/3/2022,1
3/3/2022,1
4/3/2022,3
5/3/2022,0
6/3/2022,6
7/3/2022,6
8/3/2022,0
9/3/2022,4
10/3/2022,1
11/3/2022,1
12/3/2022,4
13/3/2022,3
14/3/2022,3
15/3/2022,1
16/3/2022,3
17/3/2022,6
18/3/2022,0
19/3/2022,1
20/3/2022,2
