date,deaths_new
1/3/2022,5
2/3/2022,3
3/3/2022,4
4/3/2022,8
5/3/2022,1
6/3/2022,8
7/3/2022,2
8/3/2022,2
9/3/2022,10
10/3/2022,0
11/3/2022,3
12/3/2022,12
13/3/2022,6
14/3/2022,7
15/3/2022,8
16/3/2022,4
17/3/2022,6
18/3/2022,2
19/3/2022,5
20/3/2022,5
