date,deaths_new
1/3/2022,6
2/3/2022,24
3/3/2022,7
4/3/2022,15
5/3/2022,7
6/3/2022,1
7/3/2022,5
8/3/2022,5
9/3/2022,18
10/3/2022,4
11/3/2022,5
12/3/2022,2
13/3/2022,1
14/3/2022,5
15/3/2022,5
16/3/2022,5
17/3/2022,6
18/3/2022,0
19/3/2022,2
20/3/2022,0
