date,deaths_new
1/3/2022,1
2/3/2022,8
3/3/2022,0
4/3/2022,2
5/3/2022,1
6/3/2022,2
7/3/2022,5
8/3/2022,1
9/3/2022,6
10/3/2022,4
11/3/2022,5
12/3/2022,3
13/3/2022,3
14/3/2022,5
15/3/2022,3
16/3/2022,3
17/3/2022,4
18/3/2022,2
19/3/2022,0
20/3/2022,4
