date,deaths_new
1/3/2022,2
2/3/2022,4
3/3/2022,5
4/3/2022,1
5/3/2022,3
6/3/2022,5
7/3/2022,6
8/3/2022,4
9/3/2022,3
10/3/2022,9
11/3/2022,2
12/3/2022,11
13/3/2022,4
14/3/2022,1
15/3/2022,2
16/3/2022,2
17/3/2022,6
18/3/2022,6
19/3/2022,3
20/3/2022,5
