date,deaths_new
1/3/2022,9
2/3/2022,7
3/3/2022,11
4/3/2022,6
5/3/2022,8
6/3/2022,4
7/3/2022,4
8/3/2022,13
9/3/2022,7
10/3/2022,20
11/3/2022,10
12/3/2022,7
13/3/2022,10
14/3/2022,6
15/3/2022,14
16/3/2022,21
17/3/2022,16
18/3/2022,15
19/3/2022,17
20/3/2022,14
