date,deaths_new
1/3/2022,0
2/3/2022,0
3/3/2022,3
4/3/2022,0
5/3/2022,0
6/3/2022,0
7/3/2022,3
8/3/2022,2
9/3/2022,0
10/3/2022,0
11/3/2022,0
12/3/2022,0
13/3/2022,0
14/3/2022,0
15/3/2022,0
16/3/2022,1
17/3/2022,0
18/3/2022,0
19/3/2022,1
20/3/2022,0
