date,deaths_new
1/3/2022,0
2/3/2022,2
3/3/2022,2
4/3/2022,1
5/3/2022,4
6/3/2022,2
7/3/2022,0
8/3/2022,0
9/3/2022,2
10/3/2022,1
11/3/2022,3
12/3/2022,4
13/3/2022,0
14/3/2022,0
15/3/2022,4
16/3/2022,2
17/3/2022,0
18/3/2022,0
19/3/2022,0
20/3/2022,0
